order_id,customer_id,order_date,product,category,quantity,unit_price,discount_pct,revenue
ORD929735,CUST0835,2023-02-11,Smart Speaker,Audio,1,900000,0,900000.0
ORD202974,CUST0485,2024-02-26,Mechanical Keyboard,Peripherals,1,1200000,5,1140000.0
ORD192263,CUST0084,2024-05-17,Laptop Pro X1,Electronics,3,12000000,5,34200000.0
ORD590025,CUST0043,2024-01-26,USB-C Hub,Accessories,3,350000,0,1050000.0
ORD198723,CUST0630,2024-04-22,Laptop Pro X1,Electronics,4,12000000,20,38400000.0
ORD254782,CUST0178,2023-04-28,Desk Lamp LED,Accessories,1,250000,0,250000.0
ORD164772,CUST0165,2023-01-15,4K Monitor,Electronics,4,4500000,0,18000000.0
ORD437827,CUST0148,2023-04-05,Wireless Headset,Audio,3,800000,5,2280000.0
ORD700613,CUST0091,2023-01-11,Gaming Chair,Furniture,4,3200000,0,12800000.0
ORD306988,CUST0153,2023-12-29,Desk Lamp LED,Accessories,2,250000,0,500000.0
ORD795275,CUST0037,2024-09-07,Laptop Pro X1,Electronics,3,12000000,5,34200000.0
ORD600315,CUST0454,2023-05-07,External SSD,Storage,1,1100000,0,1100000.0
ORD234869,CUST0025,2024-04-06,Mechanical Keyboard,Peripherals,1,1200000,15,1020000.0
ORD748373,CUST0045,2023-12-12,Gaming Chair,Furniture,1,3200000,10,2880000.0
ORD430388,CUST0120,2024-01-06,USB-C Hub,Accessories,3,350000,0,1050000.0
ORD632954,CUST0150,2024-01-21,Desk Lamp LED,Accessories,3,250000,10,675000.0
ORD906388,CUST0163,2024-10-25,Mechanical Keyboard,Peripherals,2,1200000,15,2040000.0
ORD258768,CUST0131,2023-06-05,USB-C Hub,Accessories,2,350000,0,700000.0
ORD776926,CUST0930,2024-09-21,Laptop Pro X1,Electronics,4,12000000,20,38400000.0
ORD233554,CUST0181,2023-05-21,Laptop Pro X1,Electronics,4,12000000,0,48000000.0
ORD717895,CUST0817,2024-04-21,Laptop Pro X1,Electronics,1,12000000,5,11400000.0
ORD662288,CUST0106,2023-07-13,Mechanical Keyboard,Peripherals,3,1200000,0,3600000.0
ORD402950,CUST0208,2023-09-21,4K Monitor,Electronics,1,4500000,10,4050000.0
ORD837334,CUST0099,2023-06-11,Mechanical Keyboard,Peripherals,2,1200000,0,2400000.0
ORD605815,CUST0489,2023-11-09,External SSD,Storage,1,1100000,0,1100000.0
ORD139986,CUST0182,2023-08-27,External SSD,Storage,2,1100000,5,2090000.0
ORD830399,CUST0086,2023-04-06,Wireless Headset,Audio,3,800000,15,2040000.0
ORD711213,CUST0695,2023-06-14,4K Monitor,Electronics,4,4500000,0,18000000.0
ORD808754,CUST0814,2024-11-03,Webcam HD,Peripherals,2,750000,0,1500000.0
ORD727433,CUST0778,2024-12-09,Wireless Headset,Audio,2,800000,10,1440000.0
ORD756639,CUST0131,2024-06-15,Webcam HD,Peripherals,4,750000,5,2850000.0
ORD356713,CUST0158,2024-05-20,Mechanical Keyboard,Peripherals,4,1200000,5,4560000.0
ORD127856,CUST0974,2024-12-21,Webcam HD,Peripherals,4,750000,0,3000000.0
ORD413837,CUST0195,2023-07-20,Smart Speaker,Audio,3,900000,20,2160000.0
ORD618271,CUST0190,2023-03-16,Wireless Headset,Audio,3,800000,0,2400000.0
ORD746117,CUST0238,2023-01-17,USB-C Hub,Accessories,2,350000,10,630000.0
ORD575781,CUST0075,2023-01-27,Desk Lamp LED,Accessories,2,250000,10,450000.0
ORD397881,CUST0091,2024-03-30,Smart Speaker,Audio,1,900000,0,900000.0
ORD121172,CUST0588,2023-12-29,Wireless Headset,Audio,4,800000,5,3040000.0
ORD322320,CUST0089,2023-10-23,Gaming Chair,Furniture,3,3200000,10,8640000.0
ORD366997,CUST0299,2023-02-24,USB-C Hub,Accessories,2,350000,0,700000.0
ORD771210,CUST0175,2023-05-28,Desk Lamp LED,Accessories,4,250000,10,900000.0
ORD724712,CUST0920,2023-06-03,Wireless Headset,Audio,1,800000,0,800000.0
ORD375494,CUST0511,2024-09-07,Smart Speaker,Audio,1,900000,0,900000.0
ORD675762,CUST0028,2023-04-12,Mechanical Keyboard,Peripherals,2,1200000,0,2400000.0
ORD980438,CUST0654,2023-01-17,Laptop Pro X1,Electronics,1,12000000,5,11400000.0
ORD692245,CUST0032,2024-10-22,External SSD,Storage,3,1100000,5,3135000.0
ORD611897,CUST0966,2023-09-25,Wireless Headset,Audio,1,800000,0,800000.0
ORD712121,CUST0406,2024-12-11,Desk Lamp LED,Accessories,4,250000,5,950000.0
ORD304615,CUST0848,2023-05-17,Gaming Chair,Furniture,3,3200000,20,7680000.0
ORD137265,CUST0900,2024-01-07,Wireless Headset,Audio,3,800000,5,2280000.0
ORD310017,CUST0361,2024-09-11,External SSD,Storage,3,1100000,15,2805000.0
ORD194071,CUST0191,2023-12-30,Desk Lamp LED,Accessories,3,250000,5,712500.0
ORD354444,CUST0624,2024-12-22,Smart Speaker,Audio,1,900000,5,855000.0
ORD915862,CUST0084,2023-06-19,Webcam HD,Peripherals,3,750000,0,2250000.0
ORD970123,CUST0145,2024-11-27,Gaming Chair,Furniture,4,3200000,20,10240000.0
ORD504032,CUST0583,2023-12-25,Smart Speaker,Audio,3,900000,0,2700000.0
ORD533816,CUST0040,2023-11-20,External SSD,Storage,2,1100000,0,2200000.0
ORD601946,CUST0839,2023-12-10,Smart Speaker,Audio,3,900000,15,2295000.0
ORD599722,CUST0616,2024-03-15,USB-C Hub,Accessories,3,350000,15,892500.0
ORD869884,CUST0981,2024-07-24,Webcam HD,Peripherals,4,750000,5,2850000.0
ORD576072,CUST0294,2023-08-14,Desk Lamp LED,Accessories,3,250000,0,750000.0
ORD933032,CUST0604,2023-02-23,USB-C Hub,Accessories,1,350000,15,297500.0
ORD474999,CUST0991,2024-11-20,Desk Lamp LED,Accessories,3,250000,15,637500.0
ORD134701,CUST0167,2023-03-30,External SSD,Storage,1,1100000,15,935000.0
ORD427304,CUST0165,2024-09-26,External SSD,Storage,3,1100000,0,3300000.0
ORD426916,CUST0734,2024-04-07,Desk Lamp LED,Accessories,1,250000,10,225000.0
ORD212217,CUST0102,2023-09-08,USB-C Hub,Accessories,4,350000,5,1330000.0
ORD433863,CUST0267,2024-07-21,Desk Lamp LED,Accessories,3,250000,5,712500.0
ORD823035,CUST0097,2023-05-27,USB-C Hub,Accessories,4,350000,15,1190000.0
ORD781652,CUST0762,2023-12-29,Smart Speaker,Audio,1,900000,5,855000.0
ORD673996,CUST0314,2023-01-07,USB-C Hub,Accessories,4,350000,15,1190000.0
ORD570452,CUST0011,2024-01-29,Webcam HD,Peripherals,2,750000,10,1350000.0
ORD715947,CUST0058,2024-12-18,4K Monitor,Electronics,2,4500000,0,9000000.0
ORD268383,CUST0104,2023-01-17,Laptop Pro X1,Electronics,1,12000000,5,11400000.0
ORD708095,CUST0124,2023-10-05,Gaming Chair,Furniture,1,3200000,10,2880000.0
ORD872800,CUST0906,2024-02-05,Laptop Pro X1,Electronics,4,12000000,0,48000000.0
ORD649148,CUST0027,2023-09-27,Wireless Headset,Audio,2,800000,0,1600000.0
ORD824238,CUST0995,2024-02-01,Laptop Pro X1,Electronics,3,12000000,10,32400000.0
ORD414451,CUST0449,2023-05-10,4K Monitor,Electronics,4,4500000,5,17100000.0
ORD153268,CUST0099,2024-03-15,Laptop Pro X1,Electronics,2,12000000,15,20400000.0
ORD490530,CUST0744,2024-10-20,4K Monitor,Electronics,2,4500000,0,9000000.0
ORD650719,CUST0116,2023-06-11,USB-C Hub,Accessories,3,350000,15,892500.0
ORD855271,CUST0487,2024-05-06,Wireless Headset,Audio,3,800000,0,2400000.0
ORD447697,CUST0074,2024-08-13,Gaming Chair,Furniture,4,3200000,10,11520000.0
ORD746701,CUST0328,2024-01-13,Gaming Chair,Furniture,4,3200000,0,12800000.0
ORD370856,CUST0001,2023-08-24,Webcam HD,Peripherals,1,750000,0,750000.0
ORD941047,CUST0177,2024-05-15,USB-C Hub,Accessories,2,350000,0,700000.0
ORD260081,CUST0972,2023-10-01,Laptop Pro X1,Electronics,4,12000000,0,48000000.0
ORD805290,CUST0281,2023-04-12,Smart Speaker,Audio,1,900000,0,900000.0
ORD567535,CUST0038,2023-02-15,Laptop Pro X1,Electronics,4,12000000,0,48000000.0
ORD673441,CUST0076,2023-08-30,Laptop Pro X1,Electronics,2,12000000,5,22800000.0
ORD414470,CUST0789,2023-04-26,Laptop Pro X1,Electronics,1,12000000,0,12000000.0
ORD109078,CUST0222,2023-05-23,Desk Lamp LED,Accessories,2,250000,5,475000.0
ORD749438,CUST0913,2023-01-09,Mechanical Keyboard,Peripherals,3,1200000,5,3420000.0
ORD506845,CUST0477,2024-11-20,External SSD,Storage,4,1100000,5,4180000.0
ORD829497,CUST0175,2024-01-25,4K Monitor,Electronics,4,4500000,0,18000000.0
ORD619052,CUST0015,2023-01-12,Desk Lamp LED,Accessories,2,250000,0,500000.0
ORD128380,CUST0309,2023-12-22,Mechanical Keyboard,Peripherals,3,1200000,10,3240000.0
ORD895378,CUST0994,2024-10-04,Smart Speaker,Audio,3,500000,5,1425000.0
ORD474484,CUST0026,2023-11-28,Laptop Pro X1,Electronics,3,12000000,10,32400000.0
ORD726045,CUST0537,2024-05-30,4K Monitor,Electronics,1,4500000,20,3600000.0
ORD519065,CUST0015,2024-08-30,Laptop Pro X1,Electronics,3,12000000,10,32400000.0
ORD915858,CUST0176,2024-02-22,Wireless Headset,Audio,3,800000,5,2280000.0
ORD971310,CUST0843,2024-06-13,Mechanical Keyboard,Peripherals,1,1200000,0,1200000.0
ORD297133,CUST0597,2024-04-22,4K Monitor,Electronics,4,4500000,20,14400000.0
ORD720347,CUST0066,2024-07-06,Gaming Chair,Furniture,2,3200000,0,6400000.0
ORD932325,CUST0268,2023-03-25,Webcam HD,Peripherals,1,750000,5,712500.0
ORD144738,CUST0048,2023-10-14,Webcam HD,Peripherals,3,750000,0,2250000.0
ORD869299,CUST0120,2023-12-27,Desk Lamp LED,Accessories,4,250000,5,950000.0
ORD741179,CUST0193,2024-09-23,Laptop Pro X1,Electronics,1,12000000,15,10200000.0
ORD259476,CUST0019,2023-02-04,Laptop Pro X1,Electronics,3,12000000,0,36000000.0
ORD348500,CUST0038,2023-01-12,Mechanical Keyboard,Peripherals,2,1200000,0,2400000.0
ORD246470,CUST0435,2023-11-02,Wireless Headset,Audio,1,800000,0,800000.0
ORD139062,CUST0186,2024-03-03,Wireless Headset,Audio,3,800000,0,2400000.0
ORD601076,CUST0111,2024-01-10,Wireless Headset,Audio,2,800000,0,1600000.0
ORD148320,CUST0411,2024-05-09,USB-C Hub,Accessories,1,350000,10,315000.0
ORD386233,CUST0901,2023-04-24,Desk Lamp LED,Accessories,2,250000,15,425000.0
ORD933487,CUST0228,2023-01-01,External SSD,Storage,1,1100000,10,990000.0
ORD599653,CUST0401,2023-08-08,Smart Speaker,Audio,2,900000,0,1800000.0
ORD578366,CUST0760,2024-08-07,Smart Speaker,Audio,4,500000,10,1800000.0
ORD136321,CUST0782,2024-10-05,USB-C Hub,Accessories,2,350000,10,630000.0
ORD338389,CUST0637,2023-11-27,Mechanical Keyboard,Peripherals,1,1200000,5,1140000.0
ORD308786,CUST0119,2024-12-11,Laptop Pro X1,Electronics,4,12000000,0,48000000.0
ORD179973,CUST0162,2024-05-11,Laptop Pro X1,Electronics,4,12000000,0,48000000.0
ORD368615,CUST0287,2023-01-03,Desk Lamp LED,Accessories,2,250000,5,475000.0
ORD383780,CUST0173,2023-06-03,Gaming Chair,Furniture,1,3200000,0,3200000.0
ORD312781,CUST0245,2023-02-12,4K Monitor,Electronics,3,4500000,10,12150000.0
ORD791738,CUST0071,2024-01-08,4K Monitor,Electronics,4,4500000,15,15300000.0
ORD470321,CUST0192,2023-04-16,External SSD,Storage,4,1100000,0,4400000.0
ORD275211,CUST0959,2023-12-16,Desk Lamp LED,Accessories,1,250000,0,250000.0
ORD829532,CUST0190,2023-11-08,Webcam HD,Peripherals,3,750000,0,2250000.0
ORD666956,CUST0934,2024-01-20,4K Monitor,Electronics,2,4500000,5,8550000.0
ORD240507,CUST0913,2023-04-28,Webcam HD,Peripherals,2,750000,0,1500000.0
ORD655689,CUST0077,2024-01-13,Desk Lamp LED,Accessories,4,250000,15,850000.0
ORD205111,CUST0128,2023-10-20,Desk Lamp LED,Accessories,3,250000,10,675000.0
ORD296553,CUST0153,2023-05-26,Desk Lamp LED,Accessories,1,250000,0,250000.0
ORD903446,CUST0256,2023-04-18,Laptop Pro X1,Electronics,3,12000000,5,34200000.0
ORD385855,CUST0065,2024-02-23,Gaming Chair,Furniture,3,3200000,5,9120000.0
ORD427252,CUST0093,2023-11-16,Smart Speaker,Audio,2,900000,5,1710000.0
ORD544717,CUST0160,2024-04-03,Webcam HD,Peripherals,1,750000,0,750000.0
ORD112323,CUST0504,2023-06-16,Desk Lamp LED,Accessories,4,250000,0,1000000.0
ORD334565,CUST0810,2024-10-09,Mechanical Keyboard,Peripherals,1,1200000,0,1200000.0
ORD561227,CUST0025,2024-10-03,Laptop Pro X1,Electronics,4,12000000,0,48000000.0
ORD599499,CUST0195,2024-07-15,USB-C Hub,Accessories,4,350000,0,1400000.0
ORD749829,CUST0120,2024-12-27,USB-C Hub,Accessories,2,350000,5,665000.0
ORD554179,CUST0516,2024-10-23,4K Monitor,Electronics,4,4500000,20,14400000.0
ORD450877,CUST0343,2023-07-27,Smart Speaker,Audio,3,900000,0,2700000.0
ORD855343,CUST0562,2024-10-09,Laptop Pro X1,Electronics,4,12000000,0,48000000.0
ORD293783,CUST0044,2024-09-21,Mechanical Keyboard,Peripherals,4,1200000,5,4560000.0
ORD716166,CUST0716,2024-02-10,Gaming Chair,Furniture,4,500000,15,1700000.0
ORD138067,CUST0124,2024-03-24,Smart Speaker,Audio,1,900000,0,900000.0
ORD689738,CUST0897,2023-09-19,Wireless Headset,Audio,3,800000,5,2280000.0
ORD767689,CUST0220,2023-01-12,4K Monitor,Electronics,2,4500000,5,8550000.0
ORD807650,CUST0331,2024-10-31,External SSD,Storage,2,1100000,10,1980000.0
ORD960952,CUST0924,2023-09-23,Wireless Headset,Audio,4,800000,0,3200000.0
ORD245788,CUST0113,2023-12-02,Laptop Pro X1,Electronics,2,12000000,0,24000000.0
ORD345127,CUST0916,2024-10-14,USB-C Hub,Accessories,1,350000,0,350000.0
ORD636159,CUST0183,2023-01-12,4K Monitor,Electronics,1,4500000,5,4275000.0
ORD571082,CUST0886,2024-03-22,4K Monitor,Electronics,2,4500000,5,8550000.0
ORD459177,CUST0371,2024-05-31,Mechanical Keyboard,Peripherals,3,1200000,0,3600000.0
ORD793206,CUST0175,2023-02-25,Wireless Headset,Audio,1,800000,0,800000.0
ORD237478,CUST0052,2023-07-09,Smart Speaker,Audio,4,900000,5,3420000.0
ORD527387,CUST0023,2024-09-06,4K Monitor,Electronics,4,4500000,0,18000000.0
ORD656659,CUST0324,2024-11-20,USB-C Hub,Accessories,3,350000,0,1050000.0
ORD724141,CUST0378,2023-06-04,Mechanical Keyboard,Peripherals,3,1200000,0,3600000.0
ORD714106,CUST0140,2023-07-02,Gaming Chair,Furniture,2,3200000,0,6400000.0
ORD760902,CUST0623,2024-04-15,Gaming Chair,Furniture,2,3200000,5,6080000.0
ORD200689,CUST0117,2024-05-07,Desk Lamp LED,Accessories,2,250000,0,500000.0
ORD235870,CUST0016,2024-05-11,Laptop Pro X1,Electronics,3,12000000,0,36000000.0
ORD399631,CUST0096,2024-05-24,Gaming Chair,Furniture,2,3200000,10,5760000.0
ORD356553,CUST0172,2024-03-11,Smart Speaker,Audio,1,900000,10,810000.0
ORD976968,CUST0806,2023-01-17,Smart Speaker,Audio,4,900000,5,3420000.0
ORD804590,CUST0686,2024-12-26,Webcam HD,Peripherals,2,750000,15,1275000.0
ORD777974,CUST0163,2024-02-20,Mechanical Keyboard,Peripherals,1,1200000,5,1140000.0
ORD652370,CUST0016,2023-02-12,Smart Speaker,Audio,3,900000,0,2700000.0
ORD241214,CUST0005,2023-10-04,Gaming Chair,Furniture,4,3200000,0,12800000.0
ORD259210,CUST0126,2024-05-13,Mechanical Keyboard,Peripherals,3,1200000,0,3600000.0
ORD928965,CUST0198,2024-06-03,USB-C Hub,Accessories,4,350000,0,1400000.0
ORD752184,CUST0186,2024-10-09,Laptop Pro X1,Electronics,3,12000000,20,28800000.0
ORD797960,CUST0402,2024-01-17,Mechanical Keyboard,Peripherals,1,1200000,5,1140000.0
